Time,hour,Energy_safe,P,Mainland_cost_safe,,TPAT,Price estimated,Real-Price,,Load shift potential 
2025/1/2 9:30,10,322.2959595,P2,1.877400517,,0.000282106,10.86765631,219.7911881,,208.9235318
2025/1/2 9:45,10,301.090271,P2,1.95626235,,0.000282106,12.12171858,219.7911881,,207.6694695
2025/1/2 10:00,11,266.619812,P1,1.881133914,,0.000439583,8.447583173,258.6721954,,250.2246122
2025/1/2 10:15,11,249.1953278,P1,2.043340921,,0.000439583,9.81761774,258.6721954,,248.8545777
2025/1/2 10:30,11,243.4698486,P1,1.872235775,,0.000439583,9.207050706,258.6721954,,249.4651447
2025/1/2 10:45,11,239.7314758,P1,1.763322711,,0.000439583,8.806674062,258.6721954,,249.8655213
2025/1/2 11:00,12,225.8214722,P1,1.55249536,,0.000439583,8.231334635,255.387835,,247.1565004
2025/1/2 11:15,12,216.1076813,P1,1.318681479,,0.000439583,7.305919521,255.387835,,248.0819155
2025/1/2 11:30,12,208.8476563,P1,1.114075184,,0.000439583,6.3868994,255.387835,,249.0009356
2025/1/2 11:45,12,221.6824799,P1,1.002548337,,0.000439583,5.41475899,255.387835,,249.973076
2025/1/2 12:00,13,212.7796326,P1,1.021407485,,0.000439583,5.747436247,252.7636611,,247.0162249
2025/1/2 12:15,13,215.7202454,P1,1.058176756,,0.000439583,5.873168936,252.7636611,,246.8904922
2025/1/2 12:30,13,205.0636292,P1,1.077673912,,0.000439583,6.292220188,252.7636611,,246.4714409
2025/1/2 12:45,13,206.8332825,P1,1.128839493,,0.000439583,6.534569054,252.7636611,,246.229092
2025/1/2 13:00,14,201.2322845,P1,1.067278981,,0.000439583,6.350171874,242.9705625,,236.6203906
2025/1/2 13:15,14,179.7460175,P1,1.025863886,,0.000439583,6.833381157,242.9705625,,236.1371813
2025/1/2 13:30,14,180.7546539,P1,1.084356904,,0.000439583,7.182703547,242.9705625,,235.787859
2025/1/2 13:45,14,167.3684235,P1,1.095173359,,0.000439583,7.834558477,242.9705625,,235.136004
2025/1/2 14:00,15,156.5037689,P2,1.09798944,,0.000282106,13.08902163,184.7233482,,171.6343266
2025/1/2 14:15,15,172.5079651,P2,1.421063662,,0.000282106,15.36873792,184.7233482,,169.3546103
2025/1/2 14:30,15,172.1707001,P2,1.52706778,,0.000282106,16.54751912,184.7233482,,168.1758291
2025/1/2 14:45,15,162.6515808,P2,1.501004815,,0.000282106,17.21700556,184.7233482,,167.5063426
2025/1/2 15:00,16,166.4866791,P2,1.485085249,,0.000282106,16.64200763,192.9210403,,176.2790327
2025/1/2 15:15,16,168.8929596,P2,0.987772644,,0.000282106,10.9113697,192.9210403,,182.0096706
2025/1/2 15:30,16,132.1921997,P2,0.688523352,,0.000282106,9.717323654,192.9210403,,183.2037166
2025/1/2 15:45,16,171.7029724,P2,0.569587946,,0.000282106,6.188947509,192.9210403,,186.7320928
2025/1/2 16:00,17,136.8198547,P2,0.459772348,,0.000282106,6.269422617,204.9265334,,198.6571108
2025/1/2 16:15,17,155.1476898,P2,0.522874355,,0.000282106,6.287613703,204.9265334,,198.6389197
2025/1/2 16:30,17,152.312088,P2,0.501649857,,0.000282106,6.144692347,204.9265334,,198.7818411
2025/1/2 16:45,17,155.48703,P2,0.538304806,,0.000282106,6.459039073,204.9265334,,198.4674943
2025/1/2 17:00,18,160.382843,P2,0.554936647,,0.000282106,6.455342972,218.9606207,,212.5052777
2025/1/2 17:15,18,156.019104,P2,0.549247563,,0.000282106,6.567864463,218.9606207,,212.3927562
2025/1/2 17:30,18,158.5231323,P2,0.55750376,,0.000282106,6.561286147,218.9606207,,212.3993346
2025/1/2 17:45,18,158.3214111,P2,0.554578424,,0.000282106,6.535173765,218.9606207,,212.4254469
2025/1/2 18:00,19,158.765274,P1,0.548912585,,0.000439583,4.139547321,292.4597103,,288.320163
2025/1/2 18:15,19,159.5139008,P1,0.550062537,,0.000439583,4.128751205,292.4597103,,288.3309591
2025/1/2 18:30,19,161.7031097,P1,0.54692781,,0.000439583,4.049643713,292.4597103,,288.4100666
2025/1/2 18:45,19,162.8873901,P1,0.548275888,,0.000439583,4.030109657,292.4597103,,288.4296006
2025/1/2 19:00,20,164.3707428,P1,0.546021879,,0.000439583,3.977321596,295.2737216,,291.2964
2025/1/2 19:15,20,166.3770294,P1,0.547649562,,0.000439583,3.941073734,295.2737216,,291.3326479
2025/1/2 19:30,20,171.4955292,P1,0.552676022,,0.000439583,3.858539954,295.2737216,,291.4151816
2025/1/2 19:45,20,168.2746124,P1,0.539514661,,0.000439583,3.838750031,295.2737216,,291.4349716
2025/1/2 20:00,21,172.8787079,P1,0.551784813,,0.000439583,3.821496064,296.242392,,292.4208959
2025/1/2 20:15,21,185.9087524,P1,0.593639076,,0.000439583,3.823207107,296.242392,,292.4191849
2025/1/2 20:30,21,194.7349091,P1,0.605385602,,0.000439583,3.722146449,296.242392,,292.5202456
2025/1/2 20:45,21,201.7940674,P1,0.626538873,,0.000439583,3.717447196,296.242392,,292.5249448
2025/1/2 21:00,22,223.4995422,P1,0.692681968,,0.000439583,3.710756232,293.2209075,,289.5101513
2025/1/2 21:15,22,227.9492035,P1,0.741969109,,0.000439583,3.897202085,293.2209075,,289.3237054
2025/1/2 21:30,22,251.5913849,P1,0.793327689,,0.000439583,3.775391798,293.2209075,,289.4455157
2025/1/2 21:45,22,261.6281433,P1,0.834986448,,0.000439583,3.821203342,293.2209075,,289.3997042
2025/1/2 22:00,23,268.1260376,P2,0.839521587,,0.000282106,5.841531198,223.0015468,,217.1600156
2025/1/2 22:15,23,269.1685486,P2,0.857788861,,0.000282106,5.945520931,223.0015468,,217.0560259
2025/1/2 22:30,23,274.7911987,P2,0.87422049,,0.000282106,5.935427244,223.0015468,,217.0661196
2025/1/2 22:45,23,275.8927307,P2,0.886927426,,0.000282106,5.997657337,223.0015468,,217.0038895
2025/1/2 23:00,24,283.0679626,P2,0.905078173,,0.000282106,5.965257496,210.6319022,,204.6666447
2025/1/2 23:15,24,277.7495422,P2,0.903052568,,0.000282106,6.065875652,210.6319022,,204.5660265
2025/1/2 23:30,24,281.0840149,P2,0.916975617,,0.000282106,6.08632953,210.6319022,,204.5455727
2025/1/2 23:45,24,275.7193298,P2,0.924067616,,0.000282106,6.252739845,210.6319022,,204.3791624
,,274.6036377,,0.987725914,,,,,,
,,262.9068298,,1.282751203,,,,,,
,,227.4138794,,1.253426194,,,,,,
,,188.9796143,,1.223795652,,,,,,
,,162.8357391,,1.192288756,,,,,,
,,169.8607635,,1.582195044,,,,,,
,,136.4016266,,1.483621716,,,,,,
,,142.7308807,,1.636963129,,,,,,
,,128.0867615,,1.630041718,,,,,,
,,128.6701965,,1.622606397,,,,,,
,,122.7848358,,1.505190611,,,,,,
,,118.6326828,,1.469516993,,,,,,
,,105.7421722,,1.375315309,,,,,,
,,108.7762909,,1.221468687,,,,,,
,,99.18401337,,1.081342936,,,,,,
,,91.26885986,,0.988437176,,,,,,
,,95.44275665,,0.922272444,,,,,,
,,106.5792313,,0.915818214,,,,,,
,,121.965538,,0.945791423,,,,,,
,,134.3118896,,0.9963063,,,,,,
,,139.9288483,,1.025124669,,,,,,
,,142.0443726,,1.046169162,,,,,,
,,142.7933044,,1.058005452,,,,,,
,,136.4027405,,1.059895873,,,,,,
,,147.0760498,,1.09640348,,,,,,
,,174.9778442,,1.197773099,,,,,,
,,195.7189789,,1.268960953,,,,,,
,,233.1676636,,1.39972055,,,,,,
,,259.8172913,,1.489606261,,,,,,
,,265.1444702,,1.510699272,,,,,,
,,260.147522,,1.472298265,,,,,,
,,255.8936157,,1.448515534,,,,,,
,,260.3196411,,1.434325695,,,,,,
,,277.2785339,,1.479277849,,,,,,
,,296.170166,,1.550603271,,,,,,
,,293.77771,,1.608950615,,,,,,
,,296.7741394,,1.577717066,,,,,,
,,291.6542969,,1.64495337,,,,,,
,,278.5844727,,1.687119961,,,,,,
,,269.1639099,,1.850085139,,,,,,
,,241.0606842,,1.811749816,,,,,,
,,230.5065308,,2.042899847,,,,,,
,,224.8570709,,1.823889136,,,,,,
,,216.4384613,,1.715859294,,,,,,
,,200.2697144,,1.494113445,,,,,,
,,191.6824799,,1.226561427,,,,,,
,,186.8662567,,1.076081276,,,,,,
,,183.9781036,,0.888050616,,,,,,
,,183.8143463,,0.898050547,,,,,,
,,200.2493896,,0.96685189,,,,,,
,,182.6269226,,1.011347294,,,,,,
,,177.4147949,,1.037452102,,,,,,
,,172.5469818,,0.948962271,,,,,,
,,164.161911,,0.937145591,,,,,,
,,169.4019012,,0.980966032,,,,,,
,,151.3094025,,0.959827602,,,,,,
,,139.6407928,,1.022697091,,,,,,
,,162.8247986,,1.415135026,,,,,,
,,172.6187439,,1.568480968,,,,,,
,,159.6983643,,1.566776633,,,,,,
,,161.8709259,,1.515788436,,,,,,
,,162.1718903,,0.951046526,,,,,,
,,129.8132935,,0.649507403,,,,,,
,,164.5585938,,0.543703258,,,,,,
,,134.6443481,,0.44851768,,,,,,
,,150.8477936,,0.502333522,,,,,,
,,151.3144073,,0.4892281,,,,,,
,,157.3899384,,0.535359979,,,,,,
,,160.7204895,,0.542462111,,,,,,
,,159.436554,,0.54777813,,,,,,
,,159.6366577,,0.54708463,,,,,,
,,160.9832001,,0.54529196,,,,,,
,,159.1739349,,0.537223577,,,,,,
,,161.7607574,,0.538867593,,,,,,
,,164.6754456,,0.543085456,,,,,,
,,165.1813812,,0.538585126,,,,,,
,,168.707962,,0.546015561,,,,,,
,,173.3769989,,0.553809643,,,,,,
,,181.0055389,,0.569271266,,,,,,
,,176.6560974,,0.547737539,,,,,,
,,188.8644257,,0.585018635,,,,,,
,,192.1901855,,0.592838764,,,,,,
,,194.2089844,,0.599449933,,,,,,
,,208.4333649,,0.641685963,,,,,,
,,219.4153595,,0.681104422,,,,,,
,,217.3506775,,0.70563513,,,,,,
,,236.5276642,,0.760897994,,,,,,
,,254.0948029,,0.810784757,,,,,,
,,261.6316528,,0.824173152,,,,,,
,,273.6266785,,0.86641103,,,,,,
,,277.95755,,0.871136665,,,,,,
,,269.3557434,,0.870742738,,,,,,
,,272.4536133,,0.878558934,,,,,,
,,273.7329712,,0.897422194,,,,,,
,,275.885376,,0.90501982,,,,,,
,,267.2338257,,0.911559761,,,,,,
,,260.2441406,,0.929475009,,,,,,
,,257.0858154,,1.249488354,,,,,,
,,235.3473511,,1.233177662,,,,,,
,,196.498764,,1.229341388,,,,,,
,,177.865509,,1.249666929,,,,,,
,,184.8983154,,1.701770306,,,,,,
,,185.4235687,,1.739816785,,,,,,
,,186.287796,,1.826391459,,,,,,
,,171.3682556,,1.819647193,,,,,,
,,165.221283,,1.825412631,,,,,,
,,149.8572388,,1.67213285,,,,,,
,,146.7938385,,1.622591734,,,,,,
,,136.4305878,,1.533836365,,,,,,
,,133.7463531,,1.304788351,,,,,,
,,120.539032,,1.152935028,,,,,,
,,119.0635986,,1.061988711,,,,,,
,,118.7096176,,0.985708773,,,,,,
,,133.4300232,,0.995803237,,,,,,
,,129.679306,,0.986418605,,,,,,
,,133.7296753,,1.012173057,,,,,,
,,152.4720764,,1.067708611,,,,,,
,,168.8793793,,1.128305197,,,,,,
,,177.13237,,1.172208428,,,,,,
,,167.0103149,,1.155015707,,,,,,
,,163.5145111,,1.159621358,,,,,,
,,181.234436,,1.245965719,,,,,,
,,194.9599152,,1.284969091,,,,,,
,,235.9259033,,1.432816386,,,,,,
,,252.0098572,,1.473979712,,,,,,
,,251.3515472,,1.462116838,,,,,,
,,252.6838837,,1.44610858,,,,,,
,,266.4523621,,1.475786805,,,,,,
,,277.8714905,,1.484391928,,,,,,
,,292.8739319,,1.52203989,,,,,,
,,297.9687195,,1.525720835,,,,,,
,,311.4454041,,1.679271698,,,,,,
,,315.6787109,,1.672992468,,,,,,
,,326.1713562,,1.772075176,,,,,,
,,334.4991455,,1.948982835,,,,,,
,,285.5707703,,1.860933661,,,,,,
,,257.1142883,,1.908990264,,,,,,
,,263.358551,,2.161689758,,,,,,
,,247.8397369,,1.892964244,,,,,,
,,249.9504547,,1.888640642,,,,,,
,,235.5634766,,1.562215924,,,,,,
,,231.9305573,,1.33082521,,,,,,
,,217.9473419,,1.101788521,,,,,,
,,214.3076172,,0.950159907,,,,,,
,,211.1921539,,1.023695469,,,,,,
,,206.5334625,,1.02362299,,,,,,
,,188.5762787,,1.074526668,,,,,,
,,191.9255829,,1.093373299,,,,,,
,,170.3097839,,1.019180536,,,,,,
,,161.871109,,0.99036479,,,,,,
,,170.2410278,,1.039813042,,,,,,
,,153.6151581,,1.028106689,,,,,,
,,137.587326,,1.04148674,,,,,,
,,153.4037781,,1.332272768,,,,,,
,,164.7933655,,1.496395946,,,,,,
,,156.411377,,1.485608459,,,,,,
,,163.8210449,,1.471812844,,,,,,
,,166.3125763,,0.933825195,,,,,,
,,140.6862335,,0.680208921,,,,,,
,,172.9586182,,0.571637571,,,,,,
,,142.5275421,,0.470717639,,,,,,
,,157.9821777,,0.521573246,,,,,,
,,156.6938019,,0.495896965,,,,,,
,,166.3115234,,0.5476228,,,,,,
,,163.8957367,,0.536575854,,,,,,
,,165.2365112,,0.551694274,,,,,,
,,164.8590851,,0.556044281,,,,,,
,,165.7721252,,0.556089401,,,,,,
,,165.113266,,0.55375123,,,,,,
,,168.1793671,,0.557926834,,,,,,
,,170.1632996,,0.559155762,,,,,,
,,168.2445526,,0.546736002,,,,,,
,,170.3163452,,0.550139368,,,,,,
,,173.0570068,,0.552752137,,,,,,
,,174.3575439,,0.551550925,,,,,,
,,180.466095,,0.560022473,,,,,,
,,193.2150269,,0.597371101,,,,,,
,,196.328186,,0.606422544,,,,,,
,,203.8423615,,0.624493957,,,,,,
,,214.7787933,,0.654613435,,,,,,
,,242.2550354,,0.739655793,,,,,,
,,247.6593933,,0.771179318,,,,,,
,,261.9856567,,0.80430764,,,,,,
,,259.0603333,,0.808641076,,,,,,
,,261.2548828,,0.811547399,,,,,,
,,260.9204407,,0.815459371,,,,,,
,,265.40625,,0.84281981,,,,,,
,,257.3427429,,0.827564538,,,,,,
,,264.2332764,,0.852672517,,,,,,
,,252.2919312,,0.842729151,,,,,,
,,264.1826172,,0.876425207,,,,,,
,,255.2321167,,0.869781077,,,,,,
,,277.0339661,,0.972039044,,,,,,
,,284.4530029,,1.2400738,,,,,,
,,262.1195068,,1.261427999,,,,,,
,,239.6219025,,1.314102769,,,,,,
,,229.0049438,,1.41294384,,,,,,
,,243.7932434,,1.988563299,,,,,,
,,236.7236328,,2.030558348,,,,,,
,,247.2149963,,2.176157951,,,,,,
,,252.3370209,,2.208088875,,,,,,
,,259.948822,,2.294780731,,,,,,
,,247.4225006,,2.139454842,,,,,,
,,242.8297729,,2.086834908,,,,,,
,,241.9355927,,1.970212102,,,,,,
,,245.6069031,,1.683763027,,,,,,
,,232.745163,,1.463172197,,,,,,
,,201.8995209,,1.275084734,,,,,,
,,196.7057343,,1.205835581,,,,,,
,,185.4793396,,1.163822055,,,,,,
,,161.2774811,,1.122973204,,,,,,
,,160.6531982,,1.110144138,,,,,,
,,180.5207672,,1.153555632,,,,,,
,,176.3885956,,1.167158127,,,,,,
,,211.8191376,,1.28853929,,,,,,
,,208.7572174,,1.310130835,,,,,,
,,220.4948578,,1.381579161,,,,,,
,,237.2034454,,1.441197634,,,,,,
,,247.2313843,,1.458764672,,,,,,
,,243.2481537,,1.448873401,,,,,,
,,228.178833,,1.361724734,,,,,,
,,219.813446,,1.33407867,,,,,,
,,240.9915619,,1.388117075,,,,,,
,,265.7614746,,1.44557023,,,,,,
,,270.5281067,,1.459460855,,,,,,
,,264.3869019,,1.399809718,,,,,,
,,268.6572876,,1.429729462,,,,,,
,,276.69104,,1.522804379,,,,,,
,,276.0594788,,1.468375921,,,,,,
,,269.9363708,,1.54782474,,,,,,
,,264.177887,,1.686659694,,,,,,
,,265.0508728,,1.876516938,,,,,,
,,246.3036652,,1.844518423,,,,,,
,,247.8698425,,2.0489676,,,,,,
,,238.643692,,1.817765951,,,,,,
,,232.3481445,,1.689005971,,,,,,
,,223.9246674,,1.505156636,,,,,,
,,210.6174011,,1.212662101,,,,,,
,,211.7166748,,1.067134142,,,,,,
,,208.5578003,,0.932259142,,,,,,
,,202.6675873,,0.928190172,,,,,,
,,196.3528442,,0.963840127,,,,,,
,,189.4889526,,0.993218243,,,,,,
,,196.0197449,,1.043819666,,,,,,
,,173.0218964,,0.950956583,,,,,,
,,156.8988953,,0.936837554,,,,,,
,,151.9798279,,0.939391375,,,,,,
,,94.64933014,,0.829778135,,,,,,
,,74.11418915,,0.814546347,,,,,,
,,86.23285675,,1.046620727,,,,,,
,,75.29480743,,1.077439785,,,,,,
,,71.00602722,,1.100712776,,,,,,
,,77.71846008,,1.065499425,,,,,,
,,75.92584229,,0.65432322,,,,,,
,,86.07007599,,0.362146348,,,,,,
,,103.782692,,0.31929943,,,,,,
,,78.67735291,,0.268342882,,,,,,
,,141.1352997,,0.498969823,,,,,,
,,107.3744583,,0.394284934,,,,,,
,,99.40309906,,0.383714288,,,,,,
,,98.58382416,,0.373064011,,,,,,
,,93.0047226,,0.334251136,,,,,,
,,92.79135132,,0.341329485,,,,,,
,,94.24758911,,0.334966034,,,,,,
,,93.77466583,,0.337466121,,,,,,
,,95.04795837,,0.338197112,,,,,,
,,92.77134705,,0.333430886,,,,,,
,,93.75099182,,0.33141616,,,,,,
,,95.70192719,,0.34069255,,,,,,
,,95.71360779,,0.331184477,,,,,,
,,97.37368774,,0.338801742,,,,,,
,,99.00217438,,0.335914016,,,,,,
,,95.86638641,,0.33791104,,,,,,
,,98.07265472,,0.337478518,,,,,,
,,97.0587616,,0.342238545,,,,,,
,,95.47652435,,0.339334846,,,,,,
,,96.58540344,,0.354087353,,,,,,
,,94.52689362,,0.357778907,,,,,,
,,95.41358185,,0.365307808,,,,,,
,,93.61837006,,0.358972967,,,,,,
,,90.16847992,,0.349181145,,,,,,
,,90.14024353,,0.351044536,,,,,,
,,92.04214478,,0.361563057,,,,,,
,,93.18560028,,0.360828251,,,,,,
,,94.25489044,,0.366669089,,,,,,
,,98.79916382,,0.38296169,,,,,,
,,93.93248749,,0.367280692,,,,,,
,,95.88897705,,0.364426941,,,,,,
,,84.45746613,,0.33651039,,,,,,
,,78.52912903,,0.310119361,,,,,,
,,74.478302,,0.295817941,,,,,,
,,70.85173798,,0.27252236,,,,,,
,,64.08395386,,0.248627007,,,,,,
,,68.55669403,,0.247610494,,,,,,
,,71.50921631,,0.257810265,,,,,,
,,82.9223938,,0.294151187,,,,,,
,,84.37329102,,0.298771024,,,,,,
,,86.08661652,,0.309132814,,,,,,
,,90.17987061,,0.322385281,,,,,,
,,90.7048111,,0.326776952,,,,,,
,,74.3871994,,0.273604393,,,,,,
,,61.02602768,,0.230877936,,,,,,
,,50.35113907,,0.201821595,,,,,,
,,45.71405411,,0.187917352,,,,,,
,,44.2187767,,0.181773528,,,,,,
,,48.23811722,,0.19349204,,,,,,
,,53.85389709,,0.209933847,,,,,,
,,60.92238998,,0.227129593,,,,,,
,,72.76744843,,0.262084991,,,,,,
,,84.46006775,,0.293171376,,,,,,
,,92.91036987,,0.315767318,,,,,,
,,87.67569733,,0.297778428,,,,,,
,,79.93682861,,0.277111828,,,,,,
,,77.36883545,,0.270165175,,,,,,
,,70.0017395,,0.247248888,,,,,,
,,66.755867,,0.234273031,,,,,,
,,73.36444092,,0.254872978,,,,,,
,,69.36133575,,0.245519474,,,,,,
,,76.2432251,,0.264164895,,,,,,
,,80.7973938,,0.27900371,,,,,,
,,84.22534943,,0.292092979,,,,,,
,,82.3528595,,0.28251034,,,,,,
,,87.63657379,,0.301920861,,,,,,
,,89.23627472,,0.30490303,,,,,,
,,93.57870483,,0.321790934,,,,,,
,,92.40929413,,0.315866709,,,,,,
,,90.85632324,,0.311908722,,,,,,
,,94.26230621,,0.320666015,,,,,,
,,96.92544556,,0.331769645,,,,,,
,,90.83107758,,0.315036654,,,,,,
,,93.18637848,,0.3208974,,,,,,
,,96.12400818,,0.328886598,,,,,,
,,91.13269043,,0.318609476,,,,,,
,,92.87539673,,0.324776739,,,,,,
,,91.69982147,,0.320832551,,,,,,
,,90.65202332,,0.318731964,,,,,,
,,91.90131378,,0.324843764,,,,,,
,,87.66615295,,0.317843497,,,,,,
,,90.00314331,,0.323745072,,,,,,
,,89.10309601,,0.324420869,,,,,,
,,89.33876038,,0.327308923,,,,,,
,,87.12866211,,0.324000418,,,,,,
,,89.86872101,,0.331402332,,,,,,
,,90.57574463,,0.33667323,,,,,,
,,85.41470337,,0.330710411,,,,,,
,,85.17964172,,0.331943631,,,,,,
,,86.9802475,,0.337934196,,,,,,
,,86.71598816,,0.33896178,,,,,,
,,87.08985138,,0.344173789,,,,,,
,,86.86450195,,0.347137988,,,,,,
,,70.86795807,,0.309029937,,,,,,
,,89.69801331,,0.336620539,,,,,,
,,91.46394348,,0.318910152,,,,,,
,,91.20478058,,0.319342971,,,,,,
,,88.90554047,,0.314063817,,,,,,
,,90.92408752,,0.325839609,,,,,,
,,91.60984039,,0.324265838,,,,,,
,,86.87159729,,0.310656697,,,,,,
,,90.0990448,,0.317216158,,,,,,
,,90.49922943,,0.316664785,,,,,,
,,91.36772156,,0.31773454,,,,,,
,,94.08039856,,0.323888153,,,,,,
,,93.73655701,,0.323239505,,,,,,
,,91.84607697,,0.318223715,,,,,,
,,93.94605255,,0.325297683,,,,,,
,,94.1239624,,0.325493395,,,,,,
,,90.80547333,,0.315775007,,,,,,
,,93.44128418,,0.322416782,,,,,,
,,90.94100189,,0.318424851,,,,,,
,,89.03610992,,0.310611814,,,,,,
,,92.18468475,,0.320025831,,,,,,
,,90.64130402,,0.314629912,,,,,,
,,91.73240662,,0.31748572,,,,,,
,,92.69710541,,0.321304262,,,,,,
,,88.21073151,,0.308068931,,,,,,
,,88.28379822,,0.305908084,,,,,,
,,90.38977814,,0.312581062,,,,,,
,,89.50551605,,0.309074044,,,,,,
,,91.47420502,,0.31385541,,,,,,
,,88.4431839,,0.30421409,,,,,,
,,87.91376495,,0.3031452,,,,,,
,,88.89788055,,0.306277126,,,,,,
,,89.36619568,,0.306988865,,,,,,
,,85.29723358,,0.293191195,,,,,,
,,83.31485748,,0.288147002,,,,,,
,,79.50005341,,0.277709275,,,,,,
,,79.54712677,,0.27688235,,,,,,
,,77.5067749,,0.270681351,,,,,,
,,72.77191925,,0.257852823,,,,,,
,,77.4673996,,0.272921354,,,,,,
,,77.66986084,,0.274574459,,,,,,
,,80.12473297,,0.277265221,,,,,,
,,116.3321075,,0.378192604,,,,,,
,,133.9108124,,0.428333342,,,,,,
,,136.9055176,,0.434143364,,,,,,
,,136.1061249,,0.431339115,,,,,,
,,99.05144501,,0.338249445,,,,,,
,,89.6385498,,0.315977365,,,,,,
,,96.09953308,,0.331324726,,,,,,
,,94.78390503,,0.323238462,,,,,,
,,100.8180389,,0.338461787,,,,,,
,,89.75466156,,0.306338102,,,,,,
,,75.66133118,,0.270918697,,,,,,
,,69.07354736,,0.247539595,,,,,,
,,66.47370911,,0.240417928,,,,,,
,,62.84401703,,0.226514265,,,,,,
,,70.20883942,,0.245805174,,,,,,
,,75.98087311,,0.262862444,,,,,,
,,81.57809448,,0.277437478,,,,,,
,,80.49040985,,0.272460639,,,,,,
,,83.97270203,,0.284358233,,,,,,
,,81.4565506,,0.272769332,,,,,,
,,76.48258209,,0.259961247,,,,,,
,,76.96321106,,0.260026962,,,,,,
